job_offer_id,client_name,job_offer_name,job_tag,job_offer_areas,job_offer_skill_names,employee_count,established,job_offer_min_salary,job_offer_max_salary,avg_salary
284768,株式会社 ユニコ,正社員募集 [提案型開発],その他,['大阪府'],"['C#', 'C', 'C++', 'JavaScript', 'PHP', 'Python', 'MySQL', 'PostgreSQL']",6,2010-10-31 15:00:00,360,550.0,455.0
276502,インフォテック 株式会社,新規AIビジネス開拓を担当するソフトウェア技術者,その他,['東京都'],"['C', 'C++', 'SQL', 'PHP', 'iOS', 'Android', 'MySQL', 'PostgreSQL', 'Oracle']",7,1997-05-31 15:00:00,460,740.0,600.0
281250,株式会社 Classlab.,AIエンジニア,AIエンジニア,['大阪府'],"['SQL', 'Python3', 'Salesforce']",100,2019-03-31 15:00:00,900,1500.0,1200.0
278314,株式会社 インフォディオ,AIエンジニア,AIエンジニア,['東京都'],"['Python', 'TensorFlow', 'OpenCV', 'Keras', 'Chainer']",100,2002-06-30 15:00:00,480,800.0,640.0
111124,フェンリル 株式会社,20期_クラウド / AI エンジニア【フルリモート可】,その他,"['東京都', '大阪府', '京都府', '愛知県', '北海道', '島根県', 'フルリモート']","['Python', 'AWS', 'Azure']",712,2005-05-31 15:00:00,500,1200.0,850.0
233782,GO 株式会社,データマネージャー（プロダクトマネジメント部）,その他,"['東京都', 'フルリモート']","['SQL', 'Python', 'Go', 'R']",600,1977-07-31 15:00:00,600,1200.0,900.0
227204,株式会社 タイミー,データサイエンティスト,データサイエンティスト,['フルリモート'],"['SQL', 'Python', 'AWS']",1585,2017-07-31 15:00:00,700,1000.0,850.0
90419,株式会社 コンピュータマインド,数値計算エンジニア(甲府勤務),その他,['山梨県'],[],190,1991-07-31 15:00:00,400,600.0,500.0
282922,ICI 株式会社,医療データマネジメント【リーダー】,その他,['東京都'],"['SQL', 'Python']",45,2019-04-30 15:00:00,500,800.0,650.0
274149,アクセルユニバース 株式会社,データでビジネス価値を創造する | データサイエンティスト | フルフレックス・フルリモート可 | 残業は月平均10時間未満,データサイエンティスト,['フルリモート'],"['JavaScript', 'SQL', 'Python', 'R', 'AWS', 'Docker', 'Azure', 'Kubernetes']",50,2012-01-31 15:00:00,600,1200.0,900.0
282662,株式会社 マツリカ,AIエンジニア(データサイエンティスト),AIエンジニア,['東京都'],['R'],116,2015-03-31 15:00:00,700,1300.0,1000.0
278330,株式会社 キーバインド,SQL開発エンジニア　開発者募集（スキル獲得に意欲的な方歓迎）,その他,['東京都'],['SQL'],81,2002-10-31 15:00:00,400,600.0,500.0
282147,株式会社 アニマライフ,AIエンジニア,AIエンジニア,['フルリモート'],"['AWS', 'Docker', 'MySQL', 'TensorFlow', 'Azure', 'Keras']",40,2014-04-30 15:00:00,800,1200.0,1000.0
243037,株式会社 CFPコンサルティング,TE03.開発エンジニア／リモート相談可,その他,['東京都'],"['SQL', 'Python', 'Node.js', 'TypeScript', 'AWS', 'Docker', 'Kubernetes', 'GCP']",30,2010-04-30 15:00:00,600,800.0,700.0
215992,株式会社 出前館,データベースエンジニア,データエンジニア,"['東京都', '大阪府']","['SQL', 'Python', 'AWS', 'MySQL', 'Oracle', 'GCP']",367,1999-08-31 15:00:00,600,1200.0,900.0
273667,トランスコスモス 株式会社,【DM】データエンジニア,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'Azure', 'GCP']",70218,1985-05-31 15:00:00,600,800.0,700.0
171912,株式会社 エモーションテック,データサイエンティスト,データサイエンティスト,['東京都'],"['Python', 'AWS', 'GCP']",80,2013-02-28 15:00:00,800,1500.0,1150.0
273667,トランスコスモス 株式会社,【DM】データエンジニア,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'Azure', 'GCP']",70218,1985-05-31 15:00:00,600,800.0,700.0
159470,面白法人カヤック,データエンジニア,データエンジニア,['神奈川県'],"['SQL', 'Perl', 'PHP', 'Ruby', 'Python', 'Go', 'Node.js', 'AWS', 'Docker', 'GCP']",260,2004-12-31 15:00:00,400,1000.0,700.0
171912,株式会社 エモーションテック,データサイエンティスト,データサイエンティスト,['東京都'],"['Python', 'AWS', 'GCP']",80,2013-02-28 15:00:00,800,1500.0,1150.0
271207,株式会社 プリンシプル,BIエンジニア・東京,その他,"['東京都', 'フルリモート']",['SQL'],100,2011-09-30 15:00:00,450,700.0,575.0
82873,ＳＯＭＰＯシステムズ 株式会社,2004 データベースエンジニア（ＰＭ・マネジメントポジション）,データエンジニア,['東京都'],"['SQL', 'Java', 'Jenkins']",1553,,616,850.0,733.0
287729,株式会社 ファン・タップ,機械学習エンジニア【自社サービス開発】,AIエンジニア,['京都府'],"['Python', 'Unity', 'OpenCV']",10,2008-01-31 15:00:00,560,920.0,740.0
276293,株式会社 ゴーレム,シニア機械学習エンジニア,AIエンジニア,['フルリモート'],"['Python', 'AWS', 'pandas']",10,2021-12-31 15:00:00,600,1000.0,800.0
282715,株式会社 デジタルアイデンティティ,データエンジニア／データサイエンティスト・アナリスト／ストラテジスト,データサイエンティスト,['東京都'],"['SQL', 'Python']",380,2009-05-31 15:00:00,400,800.0,600.0
268768,株式会社 ケイズ,研究職（IT要素技術研究）,その他,['鳥取県'],[],257,1975-06-30 15:00:00,300,660.0,480.0
258358,株式会社 JPデジタル,生成AIエンジニア,AIエンジニア,['東京都'],"['PHP', 'Java', 'Python', 'Go', 'Django', 'React', 'TypeScript', 'AWS', 'Docker', 'MySQL', 'Vue.js', 'PostgreSQL', 'Azure', 'Kubernetes']",148,2021-06-30 15:00:00,500,800.0,650.0
273589,株式会社 プロトシステム,データエンジニア・アナリスト,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'MySQL', 'Oracle']",349,1996-07-31 15:00:00,340,602.0,471.0
288628,弁護士ドットコム 株式会社,機械学習エンジニア,AIエンジニア,['東京都'],"['Python', 'Hadoop', 'AWS', 'Azure', 'Lambda', 'GCP', 'Redis', 'Spark', 'scikit-learn']",519,2005-06-30 15:00:00,801,1500.0,1150.5
202502,サイオステクノロジー 株式会社,データ解析基盤領域　DataStax/cassandra データパイプライン領域　Confluent/kafka,その他,"['東京都', 'フルリモート']","['Java', 'Oracle']",440,2017-01-31 15:00:00,850,1200.0,1025.0
282767,コインチェック 株式会社,【正社員】データエンジニア（アプリケーション基盤部）,データエンジニア,['東京都'],"['SQL', 'Python']",185,2012-07-31 15:00:00,900,1200.0,1050.0
270141,株式会社 アクロビジョン,生成AIエンジニア,AIエンジニア,"['東京都', '神奈川県', '千葉県', '埼玉県']","['C#', 'PHP', 'Java', 'Python', 'Go', 'Rust']",300,2007-02-28 15:00:00,600,900.0,750.0
287784,株式会社 LASSIC,【リモート可】自社AIシステムの企画・開発エンジニア,その他,"['東京都', '神奈川県', '千葉県', '埼玉県', '大阪府', '兵庫県', '京都府', '愛知県', '北海道', '青森県', '岩手県', '宮城県', '秋田県', '山形県', '福島県', '茨城県', '栃木県', '群馬県', '新潟県', '富山県', '石川県', '福井県', '山梨県', '長野県', '岐阜県', '静岡県', '三重県', '滋賀県', '奈良県', '和歌山県', '鳥取県', '島根県', '岡山県', '広島県', '山口県', '徳島県', '香川県', '愛媛県', '高知県', '福岡県', '佐賀県', '長崎県', '熊本県', '大分県', '宮崎県', '鹿児島県', '沖縄県', 'フルリモート']","['Ruby', 'Python', 'Ruby on Rails', 'AWS', 'Azure', 'GCP']",303,2006-11-30 15:00:00,462,750.0,606.0
198978,インキュデータ 株式会社,データエンジニア,データエンジニア,"['東京都', '神奈川県', '千葉県', '埼玉県', '茨城県', '栃木県', '群馬県', 'フルリモート']","['JavaScript', 'SQL', 'Ruby', 'Java', 'Python', 'R', 'AWS']",133,2019-09-30 15:00:00,600,1000.0,800.0
286135,Umee Techonologies 株式会社,フルスタックエンジニア,その他,['東京都'],"['JavaScript', 'Python', 'jQuery', 'Node.js', 'React', 'TypeScript', 'AWS', 'Docker', 'PostgreSQL', 'Redis']",27,2019-04-30 15:00:00,600,1200.0,900.0
286613,株式会社 foxcale,AIエンジニア,AIエンジニア,['東京都'],['Python'],18,2019-11-30 15:00:00,700,1200.0,950.0
47450,株式会社 モルフォ,リサーチャー,その他,['東京都'],"['C', 'C++', 'Python']",92,2004-04-30 15:00:00,400,800.0,600.0
287333,株式会社 ドリコム,フルスタックエンジニア（AIプロダクトの開発責任者）,その他,['東京都'],"['Python', 'Go', 'React', 'AWS', 'MySQL', 'Vue.js', 'PostgreSQL', 'Azure', 'Kubernetes', 'GCP']",356,2001-10-31 15:00:00,700,1200.0,950.0
248683,株式会社 PKSHA Technology,アルゴリズムエンジニア (機械学習エンジニア/データサイエンティスト)【AI Solution】,AIエンジニア,['東京都'],['R'],404,2012-09-30 15:00:00,600,1400.0,1000.0
259309,株式会社 BREXA Technology,【SIer部門】受託開発■自動運転システム開発現場でのPythonを用いた実験データ分析業務◆福利厚生◆研修充実◆年休123日◆平均残業15h,その他,['東京都'],"['PHP', 'Python']",20061,2004-11-30 15:00:00,400,800.0,600.0
183810,株式会社 ゼンショーホールディングス,DX推進担当【コロナ禍でも業績好調/国内外トップクラスの売上高を誇る外食企業】,その他,['東京都'],[],15929,1982-05-31 15:00:00,500,800.0,650.0
248020,KINTOテクノロジーズ 株式会社,[20]【東京/名古屋/大阪/福岡】生成AIエンジニア／AIファーストG,AIエンジニア,"['東京都', '大阪府', '愛知県', '福岡県']",['Python'],200,2021-03-31 15:00:00,700,1620.0,1160.0
246032,株式会社 MICIN,ML TechLead,その他,['東京都'],['C'],120,2015-10-31 15:00:00,700,1200.0,950.0
131977,株式会社 pluszero,東大発ベンチャーで働くAIエンジニア,AIエンジニア,['東京都'],"['C', 'C++', 'JavaScript', 'Java', 'Python', 'TypeScript', 'AWS', 'PostgreSQL', 'Rust', 'pandas', 'scikit-learn']",85,2018-06-30 15:00:00,640,1200.0,920.0
280886,株式会社 Splink,AIエンジニアリングマネージャー,AIエンジニア,['東京都'],"['Go', 'R', 'pandas', 'Matplotlib']",52,2016-12-31 15:00:00,900,1500.0,1200.0
141379,ブレインズテクノロジー 株式会社,R&Dエンジニア,その他,['東京都'],"['R', 'TensorFlow']",75,2008-07-31 15:00:00,700,1000.0,850.0
274688,株式会社 メドレー,【医療プラットフォーム】データエンジニア,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'MySQL', 'PostgreSQL', 'Azure', 'MongoDB', 'GCP', 'SRE']",895,2009-05-31 15:00:00,1000,1500.0,1250.0
275680,株式会社 primeNumber,LLMエンジニア,AIエンジニア,['東京都'],"['Python', 'R', 'TypeScript', 'AWS', 'Azure', 'GCP']",110,2015-10-31 15:00:00,700,1200.0,950.0
282510,a-works 株式会社,データテクノロジスト【戦略的なデジタルマーケティング支援の根幹を支えるスペシャリスト】,その他,['大阪府'],"['SQL', 'Python']",38,2008-09-30 15:00:00,400,700.0,550.0
231029,楽天グループ 株式会社　エンジニア採用,【FinTech事業部】データサイエンティスト（1018242）,データサイエンティスト,"['東京都', '神奈川県']",['AWS'],10350,1997-01-31 15:00:00,550,1000.0,775.0
282752,株式会社 くすりの窓口,AI・機械学習エンジニア（システム開発部）,AIエンジニア,['東京都'],"['Python', 'AWS', 'Lambda', 'Flask']",370,2004-08-31 15:00:00,504,900.0,702.0
270271,合同会社 EXNOA,AIイラストレーター/AI推進部,その他,"['東京都', '北海道', '石川県']",[],818,2017-11-30 15:00:00,500,900.0,700.0
245701,株式会社 コミチ,データエンジニア,データエンジニア,['東京都'],"['JavaScript', 'SQL', 'Java', 'React', 'TypeScript', 'AWS', 'Docker', 'MySQL']",50,2018-02-28 15:00:00,480,840.0,660.0
291815,ココネ 株式会社,BI開発・データエンジニア,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'MySQL', 'MongoDB', 'GCP']",458,2008-08-31 15:00:00,600,1000.0,800.0
231580,Japan Digital Design 株式会社,シニアデータサイエンティスト,データサイエンティスト,['東京都'],"['Python', 'Apache', 'Spark']",80,2017-09-30 15:00:00,1200,1500.0,1350.0
147161,TC3 株式会社,AIアーキテクト,その他,"['東京都', 'フルリモート']","['Python', 'AWS', 'Blockchain', 'GCP', 'VR']",18,2016-08-31 15:00:00,700,1200.0,950.0
270651,株式会社 G-gen,データエンジニア（Google Cloud）,データエンジニア,['フルリモート'],[],111,2006-06-30 15:00:00,700,1200.0,950.0
290606,株式会社 SCOグループ,AI PoC開発エンジニア,その他,['東京都'],[],100,2013-02-28 15:00:00,500,1000.0,750.0
270651,株式会社 G-gen,データエンジニア（Google Cloud）,データエンジニア,['フルリモート'],[],111,2006-06-30 15:00:00,700,1200.0,950.0
249458,株式会社 データ・エージェンシー,データエンジニア(上流・PM・アーキテクト層)/フルリモート（居住地不問）,データエンジニア,"['東京都', 'フルリモート', '海外']","['JavaScript', 'SQL', 'Java', 'Python', 'AWS', 'Azure', 'GCP']",13,2021-01-31 15:00:00,500,800.0,650.0
224147,株式会社 ブックルックチーム,データベースエンジニア (DBA),データエンジニア,['東京都'],"['SQL', 'PHP', 'AWS', 'MySQL', 'Oracle']",58,2011-04-30 15:00:00,500,1100.0,800.0
272059,株式会社 コトラ,AI エンジニア,その他,['東京都'],"['Python', 'AWS', 'Jupyter', 'pandas', 'scikit-learn']",88,2002-09-30 15:00:00,400,800.0,600.0
184256,株式会社 フツパー,データサイエンティスト（シニア）,データサイエンティスト,"['東京都', '大阪府', 'フルリモート']","['Python', 'Python3']",85,2020-03-31 15:00:00,500,1500.0,1000.0
287809,株式会社 トリプルアイズ,データサイエンティスト、システムエンジニア、データベースエンジニア,データサイエンティスト,"['東京都', '神奈川県', '千葉県', '埼玉県']","['SQL', 'IoT', 'Oracle']",243,2008-08-31 15:00:00,350,700.0,525.0
251688,株式会社 オートバックスデジタルイニシアチブ,データサイエンティスト｜東京,データサイエンティスト,['東京都'],['Apache'],115,2002-05-31 15:00:00,450,900.0,675.0
131273,Supership 株式会社,データマーケター,その他,['東京都'],['SQL'],373,2007-11-30 15:00:00,500,800.0,650.0
288058,株式会社 VITA,【データベースエンジニア】,データエンジニア,"['東京都', '神奈川県', '千葉県', '埼玉県']","['SQL', 'AWS', 'Azure', 'Oracle', 'Zabbix', 'Oracle Cloud']",52,2008-09-30 15:00:00,400,550.0,475.0
258638,株式会社 アンドパッド,機械学習エンジニア（自然言語処理）,AIエンジニア,['フルリモート'],"['Python', 'R', 'Python3']",780,2012-08-31 15:00:00,650,1200.0,925.0
281004,株式会社 ワールドスカイ,データエンジニア　PL/TL層,データエンジニア,['東京都'],"['VBA', 'SQL', 'PHP']",101,2004-05-31 15:00:00,400,600.0,500.0
291225,JCOM 株式会社,データサイエンティスト（金融）,データサイエンティスト,['東京都'],['SQL'],16699,1994-12-31 15:00:00,520,840.0,680.0
279361,株式会社 トリファ,モバイルエンジニア,その他,['東京都'],"['ASP', 'SQL', 'Node.js', 'TypeScript', 'iOS', 'Android', 'AWS', 'MySQL', 'Azure', 'Firebase', 'Google Cloud Platform', 'GCP', 'Flutter']",30,,400,900.0,650.0
284973,inaho 株式会社,AIエンジニア,AIエンジニア,['神奈川県'],"['C#', 'C', 'C++', 'ASP', 'ASP.NET', 'PHP', 'Python', 'TypeScript', 'TensorFlow']",18,2016-12-31 15:00:00,700,1000.0,850.0
269314,株式会社 フルエナジー,データベースエンジニア（プロフェッショナル）,データエンジニア,['東京都'],"['AWS', 'MySQL', 'PostgreSQL', 'Azure', 'Oracle']",18,2007-08-31 15:00:00,550,850.0,700.0
277408,U-NEXT HOLDINGS,TACT／電話自動応答サービスのソフトウェアエンジニア,その他,['東京都'],"['Ruby', 'Python', 'Go', 'AWS', 'MySQL', 'Azure']",4888,2009-01-31 15:00:00,600,800.0,700.0
244647,BASE 株式会社,【BASE・Tech】データエンジニア（中途採用）,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'Docker', 'MySQL', 'Apache', 'Azure', 'pandas', 'GCP']",290,2012-11-30 15:00:00,500,1000.0,750.0
137952,GMOあおぞらネット銀行 株式会社,データサイエンティスト,データサイエンティスト,['東京都'],[],256,1994-01-31 15:00:00,600,900.0,750.0
236294,株式会社 ガナック・システムズ,AIを活用したソリューション開発エンジニア（プログラマ・システムエンジニア）,その他,['東京都'],"['JavaScript', 'SQL', 'Java', 'Python', 'Django', 'AWS', 'Docker', 'MySQL', 'Python3', 'Nginx', 'TensorFlow', 'Azure', 'Kubernetes', 'Flask', 'IBM Cloud']",33,1999-10-31 15:00:00,400,700.0,550.0
292846,株式会社 グローバー,新しい当たり前を創造する会社のデータサイエンティスト（本社勤務）,データサイエンティスト,['東京都'],"['SQL', 'Python', 'TensorFlow', 'pandas', 'Matplotlib', 'scikit-learn']",130,2004-12-31 15:00:00,600,900.0,750.0
287299,Acrosstudio 株式会社,【AI/機械学習エンジニア（メンバー）】,AIエンジニア,['東京都'],['Azure'],37,2021-06-30 15:00:00,500,1000.0,750.0
113016,株式会社 ABEJA,データサイエンティスト,データサイエンティスト,['東京都'],"['SQL', 'Python', 'AWS', 'Docker', 'MySQL', 'TensorFlow', 'Oracle', 'Keras', 'pandas', 'GCP']",66,2012-08-31 15:00:00,800,1200.0,1000.0
64693,株式会社 タクミインフォメーションテクノロジー,開発エンジニア【AI、ビッグデータ・データ分析】,その他,['東京都'],['Python'],111,1997-02-28 15:00:00,400,700.0,550.0
288171,株式会社 Minato,AIエンジニア,AIエンジニア,"['東京都', '千葉県', '兵庫県']",['TensorFlow'],19,2014-09-30 15:00:00,400,600.0,500.0
99087,株式会社 ピープルドット,データサイエンティスト,データサイエンティスト,['東京都'],"['SQL', 'Python', 'R']",45,2017-01-31 15:00:00,600,1200.0,900.0
164601,サイボウズ 株式会社,データエンジニア/アナリスト,データエンジニア,['フルリモート'],"['SQL', 'Python', 'Apache']",1321,1997-07-31 15:00:00,550,800.0,675.0
253340,株式会社 MBKデジタル,ミドルデータエンジニア,データエンジニア,['東京都'],[],70,2025-03-31 15:00:00,600,900.0,750.0
196953,株式会社 バリーン・スタジオ,RAG・AGI・NLP開発,その他,['東京都'],[],28,2020-02-29 15:00:00,500,1000.0,750.0
280989,Cotofure 株式会社,AI開発エンジニア・システム開発エンジニア_2503,AIエンジニア,['東京都'],"['iOS', 'Android']",20,2015-05-31 15:00:00,450,700.0,575.0
281722,セカンドサイトアナリティカ 株式会社,データサイエンティスト／アナリスト,データサイエンティスト,['東京都'],"['SQL', 'Python']",62,2016-05-31 15:00:00,480,720.0,600.0
289122,株式会社 Elcamy,Dify・生成AIエンジニア｜コンサルタント,AIエンジニア,"['東京都', 'フルリモート']",[],10,2019-11-30 15:00:00,450,900.0,675.0
278191,株式会社 テックドクター,データエンジニア,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'Azure', 'GCP', 'Spark']",40,2019-05-31 15:00:00,500,1000.0,750.0
216318,株式会社 マップフォー,ソフトウェアエンジニア（Perception）,その他,['愛知県'],"['C', 'C++', 'Python', 'AWS', 'Docker', 'TensorFlow', 'OpenCV']",26,2016-08-31 15:00:00,600,1000.0,800.0
262893,株式会社 ヒューマンサイエンス,【綱島駅勤務】韓国語AI機械学習エンジニア（最先端の技術に関心のある方）,AIエンジニア,['神奈川県'],"['C', 'C++', 'Java', 'Python']",158,1985-02-28 15:00:00,614,864.0,739.0
260515,NHN テコラス 株式会社,データエンジニア,データエンジニア,['東京都'],"['Python', 'AWS', 'pandas']",273,2007-03-31 15:00:00,600,900.0,750.0
251286,株式会社 Cygames,AIエンジニア（画像生成・画像処理）／東京,AIエンジニア,['東京都'],[],3644,2011-04-30 15:00:00,400,1000.0,700.0
196947,株式会社 truestar,【東京】データエンジニア（ポテンシャル人材）,データエンジニア,['東京都'],['SQL'],52,2015-04-30 15:00:00,400,600.0,500.0
262111,株式会社 SIGNATE,AI開発コンサルタント/データサイエンティスト,データサイエンティスト,"['東京都', '神奈川県', '千葉県', '埼玉県']",['Python'],50,2017-04-30 15:00:00,600,900.0,750.0
260898,株式会社 KIYONO,【PM候補】データエンジニア,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'Azure', 'GCP']",50,2016-12-31 15:00:00,600,1000.0,800.0
287555,株式会社 エイトハンドレッド,アナリティクスエンジニア,その他,['東京都'],"['SQL', 'Python', 'R', 'AWS', 'Azure', 'GCP']",60,2022-06-30 15:00:00,500,800.0,650.0
188012,株式会社 リンクアンドモチベーション,データサイエンティスト,データサイエンティスト,['東京都'],"['Python', 'R', 'AWS', 'MySQL', 'GCP']",622,2000-02-29 15:00:00,600,900.0,750.0
289126,株式会社 テレビ朝日メディアプレックス,データサイエンティスト,データサイエンティスト,['東京都'],"['SQL', 'Python', 'AWS', 'Docker', 'MySQL', 'GCP']",200,2000-01-31 15:00:00,500,700.0,600.0
265878,株式会社 ZOZO,【AI・アナリティクス本部】データマネージャー,その他,['フルリモート'],['SQL'],1538,1998-04-30 15:00:00,500,900.0,700.0
220876,INCLUSIVE 株式会社,衛星データを活用した事業開発ポジション,その他,['東京都'],['Python'],325,2007-03-31 15:00:00,400,600.0,500.0
167082,株式会社 Geolocation Technology,【データサイエンティスト（AI活用）】IPアドレスをもとに様々な情報を判定する技術「IP Geolocation」を提供する国内オンリーワン企業です。,データサイエンティスト,['静岡県'],"['SQL', 'Perl', 'PHP', 'Python', 'AWS', 'MySQL', 'Nginx', 'PostgreSQL', 'Apache', 'Redis', 'Fluentd']",59,2000-01-31 15:00:00,400,550.0,475.0
290833,アポロ 株式会社,MLOps / AIアプリケーションエンジニア,その他,['東京都'],['Python'],47,2020-06-30 15:00:00,800,1200.0,1000.0
140253,株式会社 GUNCY'S,R＆Dエンジニア,その他,['東京都'],['R'],14,2015-07-31 15:00:00,300,900.0,600.0
292521,auコマース&ライフ 株式会社,データサイエンティスト,データサイエンティスト,['東京都'],"['SQL', 'Python', 'R']",360,,600,900.0,750.0
285945,株式会社 ZEN PLACE,モダンデータ基盤エンジニア（Snowflake／dbt／Terraform）,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'Azure', 'GCP']",650,,400,700.0,550.0
188942,株式会社 ACES,Algorithm Engineer,その他,['フルリモート'],['Python'],40,2017-10-31 15:00:00,600,900.0,750.0
230653,株式会社 Capex,深層学習エンジニア,その他,['東京都'],"['C', 'C++', 'Python', 'Azure', 'GCP']",10,2019-08-31 15:00:00,700,1400.0,1050.0
281412,富士フイルム 株式会社,医療ITエンジニア,その他,['東京都'],"['C', 'JavaScript', 'Python']",5693,1933-12-31 15:00:00,500,1300.0,900.0
254028,オムロン エキスパートエンジニアリング 株式会社,【関東エリア】 ソフト領域のエンジニア【田町/Python】車両の移動予測アルゴリズム開発,その他,['東京都'],['Python'],400,2023-03-31 15:00:00,350,700.0,525.0
288438,株式会社 ノーチラス・テクノロジーズ,研究開発エンジニア,その他,['東京都'],"['C', 'C++', 'R']",28,2011-09-30 15:00:00,600,1000.0,800.0
269921,株式会社 アトラエ,データエンジニア・サイエンティスト (戦略タスクフォース),データエンジニア,"['東京都', 'フルリモート', '海外']",['Python'],111,2003-09-30 15:00:00,700,1200.0,950.0
281816,株式会社 ミツモア,データサイエンティスト,データサイエンティスト,['東京都'],"['SQL', 'Python', 'AWS', 'GCP']",250,2017-01-31 15:00:00,700,1100.0,900.0
274951,クレジットエンジン 株式会社,AI・LLMエンジニア,AIエンジニア,"['東京都', 'フルリモート']","['Python', 'Django', 'AWS', 'Vue.js', 'PostgreSQL', 'Azure', 'Fargate']",101,2019-12-31 15:00:00,700,1000.0,850.0
237666,株式会社 unerry,シニアデータサイエンティスト,データサイエンティスト,['東京都'],"['C', 'C++', 'SQL', 'Java', 'Python', 'R', 'AWS', 'Azure', 'GCP']",59,2015-07-31 15:00:00,900,1400.0,1150.0
290340,株式会社 Cuon,【データエンジニア】,データエンジニア,['東京都'],[],43,2009-12-31 15:00:00,500,800.0,650.0
274951,クレジットエンジン 株式会社,AI・LLMエンジニア,AIエンジニア,"['東京都', 'フルリモート']","['Python', 'Django', 'AWS', 'Vue.js', 'PostgreSQL', 'Azure', 'Fargate']",101,2019-12-31 15:00:00,700,1000.0,850.0
280254,株式会社 ソフトフロントホールディングス,プロダクト開発エンジニア(AI技術開発),その他,['フルリモート'],['C'],18,1997-03-31 15:00:00,400,650.0,525.0
289498,株式会社 ミナケア,データエンジニア,データエンジニア,"['東京都', 'フルリモート']","['SQL', 'Python', 'AWS', 'GCP']",35,2011-01-31 15:00:00,500,1000.0,750.0
112812,株式会社 ワンズパワー,AIエンジニア,AIエンジニア,['東京都'],"['C', 'JavaScript', 'Java', 'Python', 'TensorFlow', 'OpenCV', 'Keras', 'Chainer']",20,2008-09-30 15:00:00,550,850.0,700.0
291444,ジーアイクラウド 株式会社,データエンジニア,データエンジニア,['フルリモート'],"['SQL', 'Java', 'Python', 'Go', 'AWS', 'Apache', 'Azure', 'GCP', 'Spark']",50,2021-03-31 15:00:00,500,1000.0,750.0
258419,株式会社 TORIHADA,AI/MLエンジニア,AIエンジニア,['東京都'],"['SQL', 'Python', 'R', 'AWS', 'GCP']",100,2017-09-30 15:00:00,600,1200.0,900.0
251477,ダイナミックプラス 株式会社,データサイエンティスト（アルゴリズム・リーダー候補）,データサイエンティスト,['東京都'],"['JavaScript', 'Java', 'TypeScript', 'Rust']",29,2018-05-31 15:00:00,650,1800.0,1225.0
191087,ヴェネクト 株式会社,バックエンドエンジニア,その他,['東京都'],"['C', 'SQL', 'PHP', 'Java', 'Python', 'Go', 'AWS', 'Lambda', 'GCP', 'Flask', 'SRE']",30,2012-12-31 15:00:00,400,600.0,500.0
283809,株式会社 ゴルフダイジェスト・オンライン,データエンジニア,データエンジニア,['東京都'],"['SQL', 'Python', 'AWS', 'Azure', 'GCP', 'Salesforce']",487,2000-04-30 15:00:00,500,800.0,650.0
169365,アスタミューゼ 株式会社,データエンジニア・バックエンドエンジニア,データエンジニア,"['東京都', 'フルリモート']","['SQL', 'Python', 'Hadoop', 'AWS', 'Docker', 'PostgreSQL', 'Apache', 'Google Cloud Platform', 'GCP', 'Spark']",46,2005-08-31 15:00:00,700,1000.0,850.0
92071,株式会社 インタークリエイティヴ,【ITエンジニア：AIシステムの企画/開発】先端技術領域に挑戦中！,その他,"['東京都', '神奈川県', '千葉県', '埼玉県']","['SQL', 'Perl', 'Java', 'Python', 'R', 'Hadoop', 'AWS', 'TensorFlow', 'IoT', 'Jupyter', 'Keras', 'Chainer']",75,1997-10-31 15:00:00,350,800.0,575.0
293110,株式会社 ヨコタエンタープライズ,☆データベースエンジニア(名古屋市西区),データエンジニア,['愛知県'],['Oracle'],780,1996-02-29 15:00:00,497,995.0,746.0
161928,株式会社 エスユーエス,AIエンジニア,AIエンジニア,"['東京都', '神奈川県', '千葉県', '埼玉県', '茨城県', '栃木県', '群馬県']","['SQL', 'Python', 'AWS', 'Docker', 'TensorFlow', 'Azure', 'Jupyter', 'pandas', 'GCP', 'scikit-learn', 'VR']",2239,1999-08-31 15:00:00,450,800.0,625.0
285578,株式会社 ピーエスシー,【東京】AI開発エンジニア（Cloud Apps事業部）,AIエンジニア,['東京都'],"['C#', 'JavaScript', 'Java', 'Python', 'Node.js', 'React', 'Vue.js', 'Azure', 'Google Cloud Platform']",769,1996-08-31 15:00:00,450,600.0,525.0
138049,レバレジーズ 株式会社,データサイエンティスト,データサイエンティスト,['東京都'],"['SQL', 'Python', 'R', 'AWS', 'TensorFlow', 'GCP', 'scikit-learn']",2765,2005-03-31 15:00:00,600,1000.0,800.0
125807,株式会社 アムタス,【データエンジニア】,データエンジニア,"['東京都', '大分県']","['SQL', 'AWS', 'Azure', 'GCP']",132,2013-09-30 15:00:00,420,650.0,535.0
101234,株式会社 おいしい健康,機械学習エンジニア,AIエンジニア,['東京都'],"['SQL', 'Ruby', 'Ruby on Rails']",40,2016-06-30 15:00:00,450,1000.0,725.0
